date,route_color,route_grade,route_id,rating,style,wall,offset,comment
2019-07-29,Red,5.9,ef99d4b0df268f0341132b6c7a5fcda7,3.0,Top Rope,wall-back-wall,1376.2,
2019-07-29,Pink,5.9,506894f22b189b0169f72455011ef6db,3.0,Top Rope,wall-island,340.5,
2019-07-28,Blue,5.7,d5e325e8625966f1a34b9a1fc8bf19c5,3.0,Top Rope,wall-back-wall,1019.6,
2019-07-28,Black,5.9,fccc95fff6281dfc2d98a917eca8bd47,3.0,Top Rope,wall-red,81.4,
2019-07-28,Lime Green,5.7,f625e87af72c32e81d944d4f8f3e0085,3.0,Top Rope,wall-island,340.1,
2019-07-28,Purple,5.7,6a1aa5da5922cfa1f3e63049f07f802b,3.0,Top Rope,wall-back-wall,1120.9,
2019-07-25,Tan,5.9,813310f110be82c23b4c6b3b35431144,3.0,Top Rope,wall-island,125.0,
2019-07-24,Tan,5.9,9b0ae4de9e1e6ec55e9135330d22e984,3.0,Top Rope,wall-back-wall,1386.5,
2019-07-24,Red,5.9,ef99d4b0df268f0341132b6c7a5fcda7,3.0,Top Rope,wall-back-wall,1376.2,
2019-07-24,Pink,5.9,506894f22b189b0169f72455011ef6db,3.0,Top Rope,wall-island,340.5,
2019-07-24,Yellow,5.9,3132cee93600135341ec71c8bafd0013,3.0,Top Rope,wall-back-wall,743.3,
2019-07-24,Tan,5.8,3ec9ec14061664d4ba969bdb74569539,3.0,Top Rope,wall-island,589.6,
2019-07-23,Tan,5.9,cdc4770a1d78fdf8f3fa2731ce82ce41,3.0,Top Rope,wall-red,173.9,
2019-07-22,White,5.10c,9155757305d9f23fa50fea849771dc6a,3.0,Top Rope,wall-back-wall,1329.5,
2019-07-22,Red,5.10a,6dc3051510ff59c16073354826abfa26,3.0,Top Rope,wall-back-wall,1251.0,
2019-07-22,Black,5.9,eb4516df7ab2dc4b2bdf4592009c3cf5,3.0,Top Rope,wall-red,261.8,
2019-07-22,Yellow,5.8,2e5a8c7bac945e651e2484c0acef2631,3.0,Top Rope,wall-island,226.9,
2019-07-22,Purple,5.9,26a99a9d0d202754bd154a232323147f,3.0,Top Rope,wall-island,181.7,
2019-07-22,Lime Green,5.8,561a506bb3dfef04c47fdd51a1d9ed61,3.0,Top Rope,wall-island,160.9,
2019-07-18,Tan,5.8,ca1422218885f910edea9adc4b923f3c,3.0,Top Rope,wall-island,60.4,
2019-07-18,Tan,5.8,ca1422218885f910edea9adc4b923f3c,3.0,Top Rope,wall-island,60.4,
2019-07-17,Tan,5.9,813310f110be82c23b4c6b3b35431144,3.0,Top Rope,wall-island,125.0,
2019-07-17,Purple,5.9,12181b3c007e3d6899d382f951a47d8e,3.0,Top Rope,wall-island,18.7,
2019-07-17,Yellow,V0,f0023a9020b734a4863762f380a4bfa4,3.0,Flash,wall-boulders,288.8,
2019-07-10,Yellow,5.9,98a22f48e64fdf61137625009136b46c,3.0,Top Rope,wall-auto-belay,498.5,
2019-07-10,Purple,5.8,e4a399c527279cda65d4a66091fce5a8,3.0,Top Rope,wall-back-wall,221.9,
2019-07-10,Purple,5.8,b0f527fa9b855ffca1f66f0d50de20b4,3.0,Top Rope,wall-auto-belay,418.8,
2019-07-10,Black,5.9,05bc170da7f37cdac0abc971cfbf7905,3.0,Top Rope,wall-auto-belay,342.5,
2019-07-10,White,5.5,1577ddb802b7659d0c7a7e5caa708e9c,3.0,Top Rope,wall-auto-belay,343.2,
2019-07-10,Blue,5.8,c57829df8f1dffaeb4084a09966496f8,3.0,Top Rope,wall-auto-belay,453.6,
2019-07-07,Tan,5.8,3ec9ec14061664d4ba969bdb74569539,3.0,Top Rope,wall-island,589.6,
2019-07-07,Black,5.9,cc4e119c6f0748da67b4cee9303556a4,3.0,Top Rope,wall-back-wall,1309.3,
2019-07-07,Pink,5.9,b4f2b2e21d648d13041261a1e0b97133,3.0,Top Rope,wall-back-wall,1098.7,
2019-07-07,Red,5.9,87cbc65d081ae3689ac9561d7d571c17,3.0,Top Rope,wall-back-wall,1044.1,
2019-07-07,Yellow,5.9,c2c0b53e03323d6b6e87d3260c9d7ed5,3.0,Top Rope,wall-back-wall,165.3,
2019-07-07,Tan,5.9,2115a8f044d03402447c06b0fcd0d3a2,3.0,Top Rope,wall-island,246.0,
2019-07-07,White,5.9,bc6c2af75115565987b6a9cad5d7f3f6,3.0,Top Rope,wall-island,420.7,
2019-07-07,Blue,5.7,d45bed07f696c3ab567986b3e9609cb9,3.0,Top Rope,wall-back-wall,922.4,
2019-07-07,Tan,5.8,ca1422218885f910edea9adc4b923f3c,3.0,Top Rope,wall-island,60.4,
2019-07-06,Tan,5.9,c834436f9ce74fc79ef4439908108b5c,3.0,Top Rope,wall-back-wall,1175.0,
2019-07-06,Black,5.9,01f36034b71fc1b6a122a951feed2895,3.0,Top Rope,wall-island,91.7,
2019-07-05,Lime Green,5.8,03d466a1d4dd45c7a255471b336c8f5a,3.0,Top Rope,wall-back-wall,1140.9,
2019-07-05,Tan,5.9,cdc4770a1d78fdf8f3fa2731ce82ce41,3.0,Top Rope,wall-red,173.9,
2019-07-05,Purple,5.7,f368854cc83f85bebfcd5ba46a1237d6,3.0,Top Rope,wall-island,300.0,
2019-07-03,Purple,5.10a,d01f50dabac98d2cd5fa734d7bf993bc,3.0,Top Rope,wall-back-wall,1018.7,
2019-07-03,Purple,5.10a,7ab481f27a5394e37c21f6ae48c02458,3.0,Top Rope,wall-back-wall,1227.9,
2019-07-03,Tan,5.9,c834436f9ce74fc79ef4439908108b5c,3.0,Top Rope,wall-back-wall,1175.0,
2019-07-03,Blue,5.8,103751554319106342e7f899f2043acb,3.0,Top Rope,wall-back-wall,1167.3,
2019-07-03,Black,5.9,01f36034b71fc1b6a122a951feed2895,3.0,Top Rope,wall-island,91.7,
